"","gbifid_","family_","genus_","species_","infraspecificepithet_","taxonrank_","scientificname_","verbatimscientificname_","province_","count_","latitude_","longitude_","date_"
"1062",2249086201,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:ACF5349","BOLD:ACF5349","Utah",NA,37.349,-113.091,2006-06-06
"1063",2249090506,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:AAC3638","BOLD:AAC3638","Utah",NA,37.3408,-113.103,2006-06-13
"1064",2249087155,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:AAD8784","BOLD:AAD8784","Utah",NA,37.294,-112.909,2006-06-16
"1065",1415954297,"Megachilidae","Osmia","Osmia sp.","","UNRANKED","BOLD:AAC5818","BOLD:AAC5818","California",NA,NA,NA,2006-06-21
"1066",2249090948,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:AAX0144","BOLD:AAX0144","Utah",NA,37.2856,-112.903,2006-06-29
"1067",1800838487,"Megachilidae","Anthidium","Anthidium sp.","","GENUS","Anthidium Fabricius, 1804","Anthidium Placitum","California",1,38.1756,-119.1778,2006-07-13
"1068",1456545980,"Halictidae","Sphecodogastra","Sphecodogastra sp.","","GENUS","Sphecodogastra Ashmead, 1899","Sphecodogastra species","Delaware",NA,38.8278,-75.3853,2006-07-27
"1069",1414202172,"Apidae","Bombus","Bombus sp.","","UNRANKED","BOLD:AAB1091","BOLD:AAB1091","Tennessee",NA,NA,NA,2006-08-06
"1070",2248750537,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:AAB2746","BOLD:AAB2746","North Carolina",NA,35.284,-83.487,2006-08-08
"1071",1456796571,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum interesting","West Virginia",NA,38.9166,-78.8166,2006-08-20
"1072",2633535765,"Apidae","Melissodes","Melissodes sp.","","UNRANKED","BOLD:ABZ4119","BOLD:ABZ4119","Maryland",NA,38.8777,-76.6739,2006-10-01
"1073",2563066787,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes Hymenoptera","South Dakota",NA,45.58035,-103.495768,2007-02-08
"1074",1413830260,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:ABZ1365","BOLD:ABZ1365","Texas",NA,26.186,-98.374,2007-03-16
"1075",2847293545,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes (Colletes)","Arizona",NA,30.024,-110.73833,2007-03-20
"1076",4439395013,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena vicina||''||Smith","West Virginia",1,38.9167,-78.8167,2007-05-04
"1077",4439395205,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena carolina||''||Viereck","West Virginia",1,38.9167,-78.8167,2007-05-04
"1078",1414137311,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAD4996","BOLD:AAD4996","Idaho",NA,43.464,-113.559,2007-05-26
"1079",1415603515,"Apidae","Diadasia","Diadasia sp.","","UNRANKED","BOLD:AAL1388","BOLD:AAL1388","Utah",NA,38.158,-109.942,2007-05-26
"1080",1414136343,"Apidae","Anthophora","Anthophora sp.","","UNRANKED","BOLD:AAK2868","BOLD:AAK2868","Idaho",NA,43.594,-113.008,2007-05-26
"1081",2248749225,"Apidae","Anthophora","Anthophora sp.","","UNRANKED","BOLD:AAJ2558","BOLD:AAJ2558","Idaho",NA,43.549,-113.008,2007-05-26
"1082",1414137322,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAI2843","BOLD:AAI2843","Idaho",NA,43.464,-113.559,2007-05-26
"1083",2248749596,"Andrenidae","Panurginus","Panurginus sp.","","UNRANKED","BOLD:AAX2566","BOLD:AAX2566","Idaho",NA,44.298,-116.089,2007-05-28
"1084",2248750867,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAR3375","BOLD:AAR3375","Washington",NA,46.411,-117.268,2007-05-29
"1085",2248750799,"Colletidae","Colletes","Colletes sp.","","UNRANKED","BOLD:ABY8451","BOLD:ABY8451","Washington",NA,46.441,-117.437,2007-05-29
"1086",2248750127,"Andrenidae","Panurginus","Panurginus sp.","","UNRANKED","BOLD:AAX2563","BOLD:AAX2563","Washington",NA,46.441,-117.437,2007-05-29
"1087",2248750628,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","UNRANKED","BOLD:AAJ9341","BOLD:AAJ9341","Washington",NA,46.737,-120.791,2007-05-30
"1088",2248749259,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","UNRANKED","BOLD:AAJ9342","BOLD:AAJ9342","Washington",NA,46.931,-119.948,2007-05-30
"1089",2249088123,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:AAC8264","BOLD:AAC8264","Washington",NA,46.737,-120.791,2007-05-30
"1090",2248749586,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:ACF3144","BOLD:ACF3144","Montana",NA,44.804,-111.175,2007-06-23
"1091",2248749454,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:ACE7488","BOLD:ACE7488","Montana",NA,44.809,-111.25,2007-06-23
"1092",2248749420,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","UNRANKED","BOLD:AAJ9337","BOLD:AAJ9337","Idaho",NA,43.405,-113.627,2007-06-24
"1093",2248750531,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAD7401","BOLD:AAD7401","Idaho",NA,43.379,-113.722,2007-06-24
"1094",2248750208,"Apidae","Diadasia","Diadasia sp.","","UNRANKED","BOLD:AAL1432","BOLD:AAL1432","Idaho",NA,43.763,-114.4,2007-06-24
"1095",1414136412,"Apidae","Anthophora","Anthophora sp.","","UNRANKED","BOLD:AEI3777","BOLD:AEI3777","Idaho",NA,43.405,-113.627,2007-06-24
"1096",2248749480,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAJ2163","BOLD:AAJ2163","Idaho",NA,44.134,-114.874,2007-06-25
"1097",1414136399,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAC7563","BOLD:AAC7563","Idaho",NA,43.763,-114.4,2007-06-25
"1098",2248750625,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAI2880","BOLD:AAI2880","Oregon",NA,42.404,-122.047,2007-06-30
"1099",2248749584,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","BOLD:AAK0543","Oregon",NA,44.596,-123.585,2007-06-30
"1100",1414136367,"Megachilidae","Lithurgopsis","Lithurgopsis sp.","","UNRANKED","BOLD:AAK6705","BOLD:AAK6705","Colorado",NA,38.855,-104.882,2007-07-03
"1101",2248750908,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:ABZ3873","BOLD:ABZ3873","California",NA,41.256,-122.04,2007-07-03
"1102",2248750535,"Megachilidae","Megachile","Megachile sp.","","UNRANKED","BOLD:AAE8844","BOLD:AAE8844","California",NA,40.821,-121.933,2007-07-03
"1103",2248749462,"Apidae","Melissodes","Melissodes sp.","","UNRANKED","BOLD:AAH0979","BOLD:AAH0979","California",NA,39.351,-123.511,2007-07-05
"1104",1414209374,"Megachilidae","Osmia","Osmia sp.","","UNRANKED","BOLD:AAF2159","BOLD:AAF2159","Oregon",NA,45.46,-116.8,2007-07-11
"1105",1414209252,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAC5805","BOLD:AAC5805","Oregon",NA,45.46,-116.8,2007-07-18
"1106",1414209197,"Apidae","Melissodes","Melissodes sp.","","UNRANKED","BOLD:AAF2912","BOLD:AAF2912","Oregon",NA,45.46,-116.8,2007-07-21
"1107",1414136257,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAL9741","BOLD:AAL9741","Arizona",NA,36.692,-112.216,2007-07-26
"1108",1414136249,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAN4581","BOLD:AAN4581","Utah",NA,37.836,-109.111,2007-07-27
"1109",1414135947,"Megachilidae","Megachile","Megachile sp.","","UNRANKED","BOLD:AAE8681","BOLD:AAE8681","Colorado",NA,37.664,-105.592,2007-07-29
"1110",2248750930,"Megachilidae","Dianthidium","Dianthidium sp.","","UNRANKED","BOLD:AAD4457","BOLD:AAD4457","Colorado",NA,37.61,-104.814,2007-08-04
"1111",2248749833,"Megachilidae","Megachile","Megachile sp.","","UNRANKED","BOLD:AAI1722","BOLD:AAI1722","New Mexico",NA,36.556,-105.042,2007-08-06
"1112",2248750022,"Melittidae","Hesperapis","Hesperapis sp.","","UNRANKED","BOLD:AAI8391","BOLD:AAI8391","New Mexico",NA,35.696,-105.956,2007-08-07
"1113",2248751165,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAJ3281","BOLD:AAJ3281","New Mexico",NA,33.331,-105.594,2007-08-10
"1114",2248749212,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:ABY9650","BOLD:ABY9650","New Mexico",NA,33.331,-105.594,2007-08-10
"1115",1413830175,"Andrenidae","Calliopsis","Calliopsis sp.","","UNRANKED","BOLD:AAE7509","BOLD:AAE7509","Arizona",NA,31.343,-109.275,2007-08-11
"1116",1414136223,"Apidae","Xenoglossa","Xenoglossa sp.","","UNRANKED","BOLD:AAN9476","BOLD:AAN9476","New Mexico",NA,32.68,-107.524,2007-08-12
"1117",1414135966,"Andrenidae","Calliopsis","Calliopsis sp.","","UNRANKED","BOLD:AAG0807","BOLD:AAG0807","New Mexico",NA,31.823,-107.655,2007-08-13
"1118",2248750703,"Halictidae","Nomia","Nomia sp.","","UNRANKED","BOLD:AAI3548","BOLD:AAI3548","New Mexico",NA,31.916,-106.312,2007-08-13
"1119",2248751318,"Andrenidae","Perdita","Perdita sp.","","UNRANKED","BOLD:AAI2393","BOLD:AAI2393","Arizona",NA,31.936,-110.286,2007-08-14
"1120",2249084195,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:AAE5175","BOLD:AAE5175","Arizona",NA,31.6758,-110.032,2007-08-15
"1121",1414136204,"Andrenidae","Perdita","Perdita sp.","","UNRANKED","BOLD:AAV4809","BOLD:AAV4809","Arizona",NA,31.795,-110.154,2007-08-15
"1122",3350158458,"Apidae","Crustacea","Crustacea sp.","","GENUS","Crustacea","Crustacea sp. OTU5","",NA,23.87,-166.21,2007-09-19
"1123",2248751205,"Colletidae","Colletes","Colletes sp.","","UNRANKED","BOLD:ACF5111","BOLD:ACF5111","South Carolina",NA,34.623,-80.243,2007-09-25
"1124",1456570127,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum kevensi","Maryland",NA,38.3884,-76.4206,2008-03-20
"1125",1456634092,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada red-haired","New Jersey",NA,41.2529,-74.5401,2008-04-01
"1126",3352110089,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon Lasioglussum","Pennsylvania",1,40.2088,-77.0144,2008-04-12
"1127",4078846381,"Apidae","Ceratina","Ceratina sp.","","GENUS","Ceratina Latreille, 1802","Ceratina sp_calcarata_or_dupla_or_mikmaqi","Connecticut",1,41.40378,-72.90795,2008-04-23
"1128",1414202316,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAI3547","BOLD:AAI3547","Massachusetts",NA,42.569,-72.53,2008-05-02
"1129",1414209654,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAD4977","BOLD:AAD4977","Massachusetts",NA,42.57,-72.52,2008-05-02
"1130",1414201891,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:ABY9337","BOLD:ABY9337","Massachusetts",NA,42.563,-72.532,2008-05-02
"1131",1414201906,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAF0935","BOLD:AAF0935","Massachusetts",NA,42.572,-72.53,2008-05-15
"1132",1456561209,"Apidae","Diadasia","Diadasia sp.","","GENUS","Diadasia Patton, 1879","Diadasia species","California",NA,34.1147,-118.757,2008-05-30
"1133",1456561206,"Megachilidae","Trachusa","Trachusa sp.","","GENUS","Trachusa Panzer, 1804","Trachusa species","California",NA,34.1147,-118.757,2008-05-30
"1134",1456561201,"Apidae","Eucera","Eucera sp.","","GENUS","Eucera Scopoli, 1770","Eucera species","California",NA,34.1147,-118.757,2008-05-30
"1135",1456561158,"Melittidae","Hesperapis","Hesperapis sp.","","GENUS","Hesperapis Cockerell, 1898","Hesperapis species","California",NA,34.1147,-118.757,2008-05-30
"1136",1456560967,"Andrenidae","Panurginus","Panurginus sp.","","GENUS","Panurginus Nylander, 1848","Panurginus species","California",NA,34.1419,-118.7767,2008-05-31
"1137",1456560981,"Apidae","Exomalopsis","Exomalopsis sp.","","GENUS","Exomalopsis Spinola, 1853","Exomalopsis species","California",NA,34.1419,-118.7767,2008-05-31
"1138",1456560807,"Megachilidae","Anthidium","Anthidium sp.","","GENUS","Anthidium Fabricius, 1804","Anthidium species","California",NA,34.1419,-118.7767,2008-05-31
"1139",1414136855,"Apidae","Ceratina","Ceratina sp.","","UNRANKED","BOLD:AAP1720","BOLD:AAP1720","California",NA,34.142,-118.777,2008-05-31
"1140",2248750828,"Apidae","Diadasia","Diadasia sp.","","UNRANKED","BOLD:AAD9512","BOLD:AAD9512","California",NA,34.142,-118.777,2008-05-31
"1141",2248750146,"Apidae","Diadasia","Diadasia sp.","","GENUS","Diadasia Patton, 1879","BOLD:AAI9479","California",NA,34.142,-118.777,2008-05-31
"1142",1456561049,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","GENUS","Ashmeadiella Cockerell, 1897","Ashmeadiella species","California",NA,34.1419,-118.7767,2008-05-31
"1143",2248751337,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:ABY7326","BOLD:ABY7326","California",NA,34.092,-118.044,2008-06-01
"1144",2248750107,"Andrenidae","Panurginus","Panurginus sp.","","UNRANKED","BOLD:AAI2548","BOLD:AAI2548","California",NA,34.058,-118.869,2008-06-01
"1145",1456561196,"Halictidae","Dufourea","Dufourea sp.","","GENUS","Dufourea Lepeletier, 1841","Dufourea species","California",NA,34.0822,-118.8709,2008-06-01
"1146",1456561052,"Megachilidae","Heriades","Heriades sp.","","GENUS","Heriades Spinola, 1808","Heriades species","California",NA,34.0464,-118.8976,2008-06-01
"1147",2248751591,"Megachilidae","Heriades","Heriades sp.","","UNRANKED","BOLD:AAX1751","BOLD:AAX1751","California",NA,34.046,-118.898,2008-06-01
"1148",1456561242,"Apidae","Xylocopa","Xylocopa sp.","","GENUS","Xylocopa Latreille, 1802","Xylocopa species","California",NA,34.0575,-118.869,2008-06-01
"1149",1456561162,"Apidae","Epeolus","Epeolus sp.","","GENUS","Epeolus Latreille, 1802","Epeolus species","California",NA,34.0915,-119.0435,2008-06-01
"1150",2248750872,"Megachilidae","Megachile","Megachile sp.","","UNRANKED","BOLD:AAJ2853","BOLD:AAJ2853","Florida",NA,26.454,-82.037,2008-06-05
"1151",1456571862,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia torchioi","Montana",NA,45.8253,-110.9104,2008-06-24
"1152",1413836208,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:ACF5351","BOLD:ACF5351","Montana",NA,45.825,-110.91,2008-06-24
"1153",4068299471,"Melittidae","Melitta","Melitta sp.","","GENUS","Melitta Kirby, 1802","Melitta Melittoides","Massachusetts",1,42.7052,-71.5293,2008-06-27
"1154",1414209670,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:AAM1944","BOLD:AAM1944","Maryland",NA,39.5,-81.133,2008-07-03
"1155",3352107427,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus Parallelus","Pennsylvania",1,40.371369,-77.603183,2008-07-28
"1156",1145933558,"Apidae","Bombus","Bombus sp.","","GENUS","Bombus Latreille, 1802","Bombus ssp.","Alaska",1,71.27249,-156.82321,2008-08-02
"1157",3352107161,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile campulanae","Pennsylvania",1,40.9981,-78.86417,2008-08-07
"1158",1414209703,"Apidae","Triepeolus","Triepeolus sp.","","UNRANKED","BOLD:AAJ8494","BOLD:AAJ8494","Virginia",NA,38.019,-76.878,2008-08-14
"1159",3352108864,"Apidae","Triepeolus","Triepeolus sp.","","GENUS","Triepeolus Robertson, 1901","Triepeolus Lunatus","Pennsylvania",1,NA,NA,2008-08-17
"1160",2429137194,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile pruinosa","Florida",NA,NA,NA,2008-08-28
"1161",4028633440,"Apidae","Diadasia","Diadasia sp.","","GENUS","Diadasia Patton, 1879","Diadasia diminuta","New Mexico",NA,33.451967,-104.397305,2008-08-29
"1162",1414809635,"Megachilidae","Coelioxys","Coelioxys sp.","","UNRANKED","BOLD:AAJ6815","BOLD:AAJ6815","Maryland",NA,39.489,-77.701,2008-09-18
"1163",1414201809,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAE1788","BOLD:AAE1788","Massachusetts",NA,NA,NA,2008-09-25
"1164",1415583460,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAG8141","BOLD:AAG8141","Oklahoma",NA,33.882,-96.802,2009-04-15
"1165",1415583468,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAG8140","BOLD:AAG8140","Oklahoma",NA,33.882,-96.802,2009-04-15
"1166",1415583977,"Halictidae","Agapostemon","Agapostemon sp.","","UNRANKED","BOLD:AAM7374","BOLD:AAM7374","Oklahoma",NA,33.883,-96.8,2009-04-15
"1167",1414202502,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAM4363","BOLD:AAM4363","Washington",NA,47.105,-122.505,2009-04-19
"1168",1414202462,"Megachilidae","Osmia","Osmia sp.","","UNRANKED","BOLD:AAC3107","BOLD:AAC3107","Washington",NA,46.953,-123.025,2009-04-19
"1169",1414202494,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAI2881","BOLD:AAI2881","Washington",NA,46.914,-122.735,2009-04-19
"1170",1415583474,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","UNRANKED","BOLD:AAG8142","BOLD:AAG8142","Arizona",NA,33.917,-112.101,2009-04-22
"1171",1414202134,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:ABZ6833","BOLD:ABZ6833","Missouri",NA,NA,NA,2009-04-23
"1172",1415583612,"Halictidae","Lasioglossum","Lasioglossum sp.","","UNRANKED","BOLD:AAG8229","BOLD:AAG8229","Arizona",NA,32.6924,-114.498,2009-04-27
"1173",1415583824,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAL8233","BOLD:AAL8233","Arizona",NA,32.6924,-114.498,2009-04-27
"1174",1414136019,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAL9742","BOLD:AAL9742","Washington",NA,47.105,-122.505,2009-04-27
"1175",1415583906,"Apidae","Centris","Centris sp.","","UNRANKED","BOLD:AAM7365","BOLD:AAM7365","Texas",NA,31.0432,-104.76,2009-05-01
"1176",1414202139,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAL9154","BOLD:AAL9154","Missouri",NA,38.2503,-92.5005,2009-05-05
"1177",1415583271,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAG8049","BOLD:AAG8049","Oklahoma",NA,33.884,-96.799,2009-05-15
"1178",1415583152,"Colletidae","Colletes","Colletes sp.","","UNRANKED","BOLD:AAG8034","BOLD:AAG8034","Oklahoma",NA,33.883,-96.8391,2009-05-17
"1179",1415583232,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAG8047","BOLD:AAG8047","Oklahoma",NA,33.882,-96.806,2009-05-18
"1180",1414209876,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAM0150","BOLD:AAM0150","Washington",NA,46.924,-122.735,2009-05-23
"1181",1415583986,"Megachilidae","Heriades","Heriades sp.","","UNRANKED","BOLD:ACA7531","BOLD:ACA7531","Arizona",NA,36.7421,-112.112,2009-06-03
"1182",1415583413,"Megachilidae","Stelis","Stelis sp.","","UNRANKED","BOLD:AAG8126","BOLD:AAG8126","Arizona",NA,36.7275,-112.214,2009-06-03
"1183",1415583162,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","BOLD:ABZ4529","Arizona",NA,36.7421,-112.112,2009-06-03
"1184",1415583472,"Megachilidae","Osmia","Osmia sp.","","UNRANKED","BOLD:ACF5260","BOLD:ACF5260","Colorado",NA,38.708,-104.841,2009-06-07
"1185",3352107518,"Apidae","Bombus","Bombus sp.","","GENUS","Bombus Impatiens","Bombus Impatiens","Pennsylvania",1,41.01203,-76.8477,2009-06-11
"1186",1415583137,"Apidae","Eucera","Eucera sp.","","UNRANKED","BOLD:AAG8024","BOLD:AAG8024","Colorado",NA,40.642,-104.411,2009-06-13
"1187",3456749267,"Megachilidae","Alcidamea","Alcidamea sp.","","GENUS","Alcidamea Cresson, 1864","Alcidamea","New Mexico",NA,35.999875,-106.536436,2009-06-13
"1188",1415583416,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAG8129","BOLD:AAG8129","Michigan",NA,43.532,-86.114,2009-06-18
"1189",1415583967,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:ACE6524","BOLD:ACE6524","Michigan",NA,43.532,-86.114,2009-06-18
"1190",1415583444,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAN7537","BOLD:AAN7537","Michigan",NA,43.532,-86.114,2009-06-18
"1191",1414136090,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAD0012","BOLD:AAD0012","Washington",NA,46.953,-123.025,2009-06-23
"1192",3352108862,"Apidae","Triepeolus","Triepeolus sp.","","GENUS","Triepeolus Robertson, 1901","Triepeolus Donatus","Pennsylvania",1,40.14824,-79.74003,2009-07-07
"1193",1457846339,"Andrenidae","Calliopsis","Calliopsis sp.","","GENUS","Calliopsis Smith, 1853","Calliopsis spp","Wyoming",NA,41.1732,-105.5823,2009-07-14
"1194",1457846425,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","GENUS","Ashmeadiella Cockerell, 1897","Ashmeadiella spp","Wyoming",NA,41.1732,-105.5823,2009-07-14
"1195",1457846411,"Megachilidae","Hoplitis","Hoplitis sp.","","GENUS","Hoplitis Klug, 1807","Hoplitis spp","Wyoming",NA,41.1732,-105.5823,2009-07-14
"1196",1456592539,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum species_1","Illinois",NA,41.9562,-87.6557,2009-07-16
"1197",1414202504,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAF3688","BOLD:AAF3688","Washington",NA,47.105,-122.505,2009-07-24
"1198",1456592680,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum species_3","Illinois",NA,42.0062,-87.6718,2009-08-24
"1199",1414209686,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAL6697","BOLD:AAL6697","Wyoming",NA,44.948,-110.701,2009-08-28
"1200",1414209689,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:AAM5292","BOLD:AAM5292","Wyoming",NA,44.969,-110.697,2009-08-28
"1201",1414209706,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAG0067","BOLD:AAG0067","Wyoming",NA,44.95,-110.7,2009-08-28
"1202",1414136263,"Apidae","Eucera","Eucera sp.","","UNRANKED","BOLD:AAL9998","BOLD:AAL9998","New Mexico",NA,32.713,-108.297,2009-08-31
"1203",1414136260,"Megachilidae","Heriades","Heriades sp.","","UNRANKED","BOLD:AAK5885","BOLD:AAK5885","New Mexico",NA,32.713,-108.297,2009-08-31
"1204",1414136254,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:ACE8601","BOLD:ACE8601","Arizona",NA,32.628,-109.837,2009-09-01
"1205",1413823830,"Halictidae","Sphecodes","Sphecodes sp.","","UNRANKED","BOLD:AAG2705","BOLD:AAG2705","Arizona",NA,31.51,-110.259,2009-09-08
"1206",1414209962,"Apidae","Melissodes","Melissodes sp.","","UNRANKED","BOLD:AAB3389","BOLD:AAB3389","West Virginia",NA,39.278,-80.908,2009-09-24
"1207",1456592611,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum species4","Illinois",NA,41.985,-87.7215,2009-10-19
"1208",1414091806,"Apidae","Nomada","Nomada sp.","","UNRANKED","BOLD:AAN7784","BOLD:AAN7784","Florida",NA,29.2631,-81.8552,2010-03-26
"1209",1414091820,"Andrenidae","Panurginus","Panurginus sp.","","UNRANKED","BOLD:AAN7785","BOLD:AAN7785","Texas",NA,30.9391,-103.31,2010-04-15
"1210",1414091810,"Andrenidae","Panurginus","Panurginus sp.","","UNRANKED","BOLD:AAN7786","BOLD:AAN7786","Texas",NA,30.9391,-103.31,2010-04-15
"1211",1414092090,"Colletidae","Colletes","Colletes sp.","","UNRANKED","BOLD:AAN7879","BOLD:AAN7879","Texas",NA,30.9391,-103.31,2010-04-15
"1212",1414092007,"Andrenidae","Calliopsis","Calliopsis sp.","","UNRANKED","BOLD:AAF5678","BOLD:AAF5678","Arizona",NA,32.4277,-110.923,2010-04-19
"1213",1414092033,"Colletidae","Hylaeus","Hylaeus sp.","","UNRANKED","BOLD:AAN7861","BOLD:AAN7861","Arizona",NA,32.6495,-111.43,2010-04-20
"1214",1414091785,"Andrenidae","Perdita","Perdita sp.","","UNRANKED","BOLD:AAD9792","BOLD:AAD9792","Arizona",NA,32.6495,-111.43,2010-04-20
"1215",1414092068,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","UNRANKED","BOLD:AAN7856","BOLD:AAN7856","Arizona",NA,32.6495,-111.43,2010-04-20
"1216",1414092099,"Andrenidae","Perdita","Perdita sp.","","UNRANKED","BOLD:AAN7862","BOLD:AAN7862","Arizona",NA,32.6495,-111.43,2010-04-20
"1217",4078848952,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada sp_bidentate","Connecticut",1,41.33083,-72.91972,2010-04-22
"1218",1414091582,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAN7719","BOLD:AAN7719","Arizona",NA,33.8276,-112.018,2010-04-23
"1219",1415579841,"Apidae","Melissodes","Melissodes sp.","","UNRANKED","BOLD:AAN8219","BOLD:AAN8219","Arizona",NA,32.84,-114.442,2010-04-25
"1220",1414092064,"Megachilidae","Stelis","Stelis sp.","","UNRANKED","BOLD:AAN7865","BOLD:AAN7865","Arizona",NA,33.8267,-112.021,2010-04-25
"1221",1414092103,"Megachilidae","Anthidium","Anthidium sp.","","UNRANKED","BOLD:AAN7864","BOLD:AAN7864","Arizona",NA,33.8267,-112.021,2010-04-25
"1222",1414091802,"Apidae","Xylocopa","Xylocopa sp.","","UNRANKED","BOLD:AAN7777","BOLD:AAN7777","Arizona",NA,34.942,-111.752,2010-04-28
"1223",1414091763,"Andrenidae","Andrena","Andrena sp.","","UNRANKED","BOLD:AAN7780","BOLD:AAN7780","Arizona",NA,34.942,-111.752,2010-04-28
