"","gbifid_","family_","genus_","species_","infraspecificepithet_","taxonrank_","scientificname_","verbatimscientificname_","province_","count_","latitude_","longitude_","date_"
"1",2592382534,"Apidae","Bombus","Bombus sp.","","GENUS","Bombus Latreille, 1802","Bombus","Utah",NA,37.3,-113.05,1923-01-01
"2",1457648864,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon","Utah",NA,40.76083,-111.888907,1923-01-01
"3",1224581155,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon californica","",NA,NA,NA,1923-03-01
"4",3756301519,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena","North Carolina",1,35.7721,-78.6386,1923-03-22
"5",3756312037,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia","North Carolina",1,35.7721,-78.6386,1923-03-23
"6",3756337529,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum","North Carolina",1,35.7721,-78.6386,1923-03-23
"7",1318813511,"Apidae","Bombus","Bombus sp.","","GENUS","Bombus Latreille, 1802","Bombus sp.","Virginia",1,38.9614,-77.1736,1923-04-01
"8",1092733232,"Apidae","Habropoda","Habropoda sp.","","GENUS","Habropoda Smith, 1854","Habropoda","California",NA,NA,NA,1923-04-09
"9",1318244566,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus brycinci","North Carolina",1,35.4309,-83.4474,1923-04-14
"10",1092833564,"Apidae","Eucera","Eucera sp.","","GENUS","Synhalonia Robertson, 1905","Eucera (Synhalonia)","North Carolina",NA,NA,NA,1923-04-30
"11",658323209,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (erigeronis group) seneciophila","North Carolina",NA,35.4308,-83.4475,1923-04-30
"12",658139736,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (erigeronis group) articulata","North Carolina",NA,35.4308,-83.4475,1923-05-01
"13",785001691,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes (Arctosphecodes)","Kansas",NA,NA,NA,1923-05-01
"14",4042040672,"Andrenidae","Calliopsis","Calliopsis sp.","","GENUS","Calliopsis Smith, 1853","Calliopsis","Mississippi",1,NA,NA,1923-05-07
"15",872715227,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus huntii","Utah",1,41.7356,-111.8336,1923-05-08
"16",1318486828,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus halophitus","Florida",1,25.6272,-80.3208,1923-05-20
"17",3801865954,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile","Texas",1,28.02028,-97.05417,1923-05-22
"18",3801337394,"Apidae","Xylocopa","Xylocopa sp.","","GENUS","Xylocopa Latreille, 1802","Xylocopa","Texas",1,28.02028,-97.05417,1923-05-22
"19",872721451,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus","Ohio",1,39.9611,-82.9989,1923-05-23
"20",1321506732,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus brimleyi","North Carolina",1,35.4309,-83.4474,1923-05-24
"21",872715662,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus morrisoni","Idaho",1,42.0136,-111.8064,1923-05-24
"22",872715802,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus nevadensis","Idaho",1,42.0136,-111.8064,1923-05-24
"23",3756346062,"Apidae","Ceratina","Ceratina sp.","","GENUS","Ceratina Latreille, 1802","Ceratina","North Carolina",1,35.7721,-78.6386,1923-06-05
"24",894572995,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada","Kansas",NA,NA,NA,1923-06-08
"25",657748984,"Andrenidae","Protandrena","Protandrena sp.","","GENUS","Protandrena Cockerell, 1896","Protandrena (Heterosarus) platycephalus","North Carolina",NA,35.4308,-83.4475,1923-06-08
"26",658124611,"Halictidae","Augochlorella","Augochlorella sp.","","GENUS","Augochlorella Sandhouse, 1937","Augochlorella striata form ""d""","Kansas",NA,NA,NA,1923-06-12
"27",658353376,"Halictidae","Augochloropsis","Augochloropsis sp.","","GENUS","Augochloropsis Cockerell, 1897","Augochloropsis","Kansas",NA,NA,NA,1923-06-14
"28",1061023163,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes conifer Timberlake, MSS","California",1,37.7556,-119.53234,1923-06-17
"29",658132019,"Halictidae","Augochlorella","Augochlorella sp.","","GENUS","Augochlorella Sandhouse, 1937","Augochlorella striata form ""b""","Kansas",NA,NA,NA,1923-06-29
"30",856584078,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile (Litomegachile)","Michigan",NA,45.5811,-84.6969,1923-06-29
"31",894572086,"Apidae","Triepeolus","Triepeolus sp.","","GENUS","Triepeolus Robertson, 1901","Triepeolus","Kansas",NA,NA,NA,1923-07-16
"32",657746534,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (venaga group) texana","Kansas",NA,NA,NA,1923-07-16
"33",657750608,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (venaga group) fervida","North Carolina",NA,35.5533,-83.3086,1923-07-20
"34",659104103,"Megachilidae","Stelis","Stelis sp.","","GENUS","Stelis Panzer, 1806","Stelis incisa","California",NA,36.5643,-118.8134,1923-07-21
"35",4003230438,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena sp. Fabricius 1775","Connecticut",1,42.00026,-73.08125,1923-07-21
"36",1320691844,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus abanci","North Carolina",1,35.5418,-83.4932,1923-07-26
"37",1611926670,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus","Wyoming",1,44.63893,-110.84888,1923-07-27
"38",1427578466,"Megachilidae","Coelioxys","Coelioxys sp.","","GENUS","Coelioxys Latreille, 1809","Coelioxys","Ohio",1,41.3931,-81.5367,1923-07-30
"39",1065136664,"Apidae","Crustacea","Crustacea sp.","","GENUS","Crustacea","Crustacea","Florida",1,NA,NA,1923-08-03
"40",658149344,"Apidae","Holcopasites","Holcopasites sp.","","GENUS","Holcopasites Ashmead, 1899","Holcopasites robertsoni","North Dakota",NA,46.9181,-104.0039,1923-08-25
"41",2563070207,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes","South Dakota",NA,43.300815,-96.59282,1923-08-27
"42",657749834,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes pynanthemi","North Carolina",NA,35.4308,-83.4475,1923-08-31
"43",2236579014,"Halictidae","Dialictus","Dialictus sp.","","GENUS","Dialictus Robertson, 1902","Dialictus","Virginia",1,37.27097,-79.941427,1923-10-08
"44",1142530880,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon Guérin-Méneville, 1844","Colorado",1,39.611279,-104.040798,1923-10-14
"45",3031254225,"Apidae","Eucera","Eucera sp.","","GENUS","Eucera Scopoli, 1770","Eucera","Utah",NA,37.154587,-113.628693,1924-01-01
"46",3801577618,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada Scopoli, 1770","Texas",1,NA,NA,1924-03-06
"47",872716506,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus vosnesenskii","Oregon",1,44.5647,-123.2608,1924-04-05
"48",3801874364,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia Panzer, 1806","Illinois",1,40.11056,-88.20722,1924-05-01
"49",3801931914,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes","Texas",1,NA,NA,1924-05-01
"50",3801346343,"Apidae","Ceratina","Ceratina sp.","","GENUS","Ceratina Latreille, 1802","Ceratina Latreille, 1802","Illinois",1,40.111,-88.207,1924-05-04
"51",3801865902,"Megachilidae","Heriades","Heriades sp.","","GENUS","Heriades Spinola, 1808","Heriades","Illinois",1,40.111,-88.207,1924-05-04
"52",3801348944,"Megachilidae","Hoplitis","Hoplitis sp.","","GENUS","Hoplitis Klug, 1807","Hoplitis","Illinois",1,40.11056,-88.20722,1924-06-01
"53",3801828441,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes","Illinois",1,40.082985,-87.780128,1924-06-06
"54",658640508,"Halictidae","Augochlorella","Augochlorella sp.","","GENUS","Augochlorella Sandhouse, 1937","Augochlorella striata","Ohio",NA,41.4489,-82.7079,1924-06-15
"55",767109992,"Apidae","Bombus","Bombus sp.","","GENUS","Bombus Latreille, 1802","Bombus atratus","South Dakota",NA,43.7175,-96.5025,1924-06-16
"56",2563071487,"Halictidae","Augochlorella","Augochlorella sp.","","GENUS","Augochlorella Sandhouse, 1937","Augochlorella","South Dakota",NA,44.461095,-103.638528,1924-07-13
"57",657702973,"Halictidae","Augochlorella","Augochlorella sp.","","GENUS","Augochlorella Sandhouse, 1937","Augochlorella striata form ""a""","Kansas",NA,39.56306,-95.12139,1924-07-14
"58",2563070390,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes Hylaeus basalis","South Dakota",NA,43.608592,-103.593806,1924-07-16
"59",2563070025,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes Colletes","South Dakota",NA,43.766651,-103.598806,1924-07-18
"60",2563070472,"Halictidae","Halictoides","Halictoides sp.","","GENUS","Halictoides Nylander, 1848","Halictoides","South Dakota",NA,43.866,-103.53132,1924-07-18
"61",1039064596,"Megachilidae","Ashmeadiella","Ashmeadiella sp.","","GENUS","Ashmeadiella Cockerell, 1897","Ashmeadiella","Indiana",1,41.222847,-85.83139,1924-07-24
"62",657836354,"Andrenidae","Panurginus","Panurginus sp.","","GENUS","Panurginus Nylander, 1848","Panurginus","Colorado",NA,40.56111,-105.5972,1924-08-01
"63",2238764594,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon martini Cockerell, 1927","Arizona",1,31.541586,-110.752763,1924-08-02
"64",1142507231,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum Curtis, 1833","Texas",1,26.074376,-97.225021,1924-08-13
"65",3801930028,"Halictidae","Dialictus","Dialictus sp.","","GENUS","Dialictus Robertson, 1902","Lasioglossum (Dialictus)","Illinois",1,40.109722,-88.204167,1924-08-17
"66",3801246945,"Apidae","Bombus","Bombus sp.","","GENUS","Psithyrus Lepeletier, 1833","Bombus (Psithyrus)","Michigan",1,44.04611,-82.99417,1924-08-28
"67",4405786588,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum (Dialictus) helianthi (Cockerell 1916)","",1,33.97,-117.32,1924-09-14
"68",3801302629,"Andrenidae","Perdita","Perdita sp.","","GENUS","Perdita Smith, 1853","Perdita quadripunctata Timberlake","California",1,33.83028,-116.54444,1925-04-03
"69",1061044270,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes sp.","California",1,33.25013,-116.35544,1925-04-25
"70",1142531397,"Apidae","Anthophora","Anthophora sp.","","GENUS","Anthophora Latreille, 1803","Anthophora Latreille, 1802","Colorado",1,40.022874,-105.269173,1925-05-20
"71",872716134,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus sitkensis","Oregon",1,44.4269,-124.0675,1925-06-05
"72",3801340246,"Apidae","Zadontomerus","Zadontomerus sp.","","GENUS","Zadontomerus Ashmead, 1899","Ceratina (Zadontomerus)","Illinois",1,40.082773,-87.780608,1925-06-06
"73",991927582,"Apidae","Diadasia","Diadasia sp.","","GENUS","Diadasia Patton, 1879","Diadasia","Colorado",NA,NA,NA,1925-06-07
"74",856605293,"Megachilidae","Chalicodoma","Chalicodoma sp.","","GENUS","Chalicodoma Lepeletier, 1841","Chalicodoma Callomegachile schauninslandi","Hawaii",NA,NA,NA,1925-06-17
"75",657777350,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (venaga group) vegana","Kansas",NA,NA,NA,1925-06-18
"76",3801088440,"Apidae","Epeolus","Epeolus sp.","","GENUS","Epeolus Latreille, 1802","Epeolus Latreille, 1802","Illinois",1,40.082985,-87.780128,1925-06-21
"77",872715937,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus occidentalis","Oregon",1,44.5647,-123.2608,1925-06-28
"78",872716173,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus appositus","Oregon",1,44.5647,-123.2608,1925-06-30
"79",657714639,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus (Hylaeus) stevensi","Kansas",NA,39.784804,-100.459965,1925-07-06
"80",4502214817,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus sp.","Or",NA,44.565,-123.262,1925-07-10
"81",872903401,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus cordleyi","Oregon",1,44.5647,-123.2608,1925-07-22
"82",3801332892,"Andrenidae","Pterosarus","Pterosarus sp.","","GENUS","Pterosarus Timberlake, 1967","Protandrena (Pterosarus)","Arizona",1,35.19806,-111.65056,1925-07-29
"83",657765511,"Halictidae","Augochlora","Augochlora sp.","","GENUS","Augochlora Smith, 1853","Augochlora","Texas",NA,NA,NA,1925-08-02
"84",3801298475,"Andrenidae","Calliopsis","Calliopsis sp.","","GENUS","Calliopsis Smith, 1853","Calliopsis (Calliopsis)","Illinois",1,40.056,-87.958,1925-08-10
"85",658314770,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (erigeronis group) crotchii","California",NA,NA,NA,1926-02-14
"86",1061018330,"Halictidae","Agapostemon","Agapostemon sp.","","GENUS","Agapostemon Guérin-Méneville, 1844","Agapostemon sp.","Utah",1,40.78262,-111.91302,1926-05-06
"87",658268176,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (erigeronis group) pascoensis","Oregon",NA,44.56472,-123.2608,1926-05-15
"88",890691297,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes sp","Oklahoma",NA,34.701779,-98.676189,1926-06-10
"89",3801376415,"Apidae","Anthophora","Anthophora sp.","","GENUS","Anthophora Latreille, 1803","Anthophora","Illinois",1,40.082985,-87.780128,1926-06-18
"90",658363331,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (erigeronis group) scita","Colorado",NA,40.35333,-106.9181,1926-06-19
"91",4116981356,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia sp.","Massachusetts",1,42.45315,-72.22754,1926-07-23
"92",3801337090,"Apidae","Melissodes","Melissodes sp.","","GENUS","Melissodes Latreille, 1829","Melissodes Latreille, 1829","Illinois",1,40.11056,-88.20722,1926-08-08
"93",872716063,"Apidae","Bombus","Bombus sp.","","GENUS","Psithyrus Lepeletier, 1833","Psithyrus laboriosus","Ohio",1,39.1833,-83.6167,1926-08-09
"94",872933621,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus pectoralis","Ohio",1,38.5833,-82.55,1926-08-23
"95",1142522354,"Andrenidae","Protandrena","Protandrena sp.","","GENUS","Protandrena Cockerell, 1896","Protandrena Cockerell, 1896","New York",1,43.184807,-76.892205,1926-09-17
"96",3352048328,"Apidae","Apis","Apis sp.","","GENUS","Apis Linnaeus, 1758","Apis","Texas",1,33.663247,-101.683398,1927-03-01
"97",1317699015,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus lepidii","Florida",1,25.7103,-80.2953,1927-04-20
"98",3801842350,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Lasioglossum (Evylaeus) Robertson, 1902","Illinois",1,40.11639,-88.24333,1927-04-22
"99",658344489,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (superba group) affabilis dallasensis","North Carolina",NA,35.6178,-82.3214,1927-05-19
"100",1061041466,"Megachilidae","Coelioxys","Coelioxys sp.","","GENUS","Coelioxys Latreille, 1809","Coelioxys sp.","Louisiana",1,30.4617,-91.13018,1927-05-24
"101",2238767958,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes monticola interior Timberlake, 1951","Nevada",1,39.529633,-119.813803,1927-06-25
"102",856606976,"Megachilidae","Cyrtocoelioxys","Cyrtocoelioxys sp.","","GENUS","Cyrtocoelioxys Mitchell, 1973","Coelioxys (Cyrtocoelioxys)","New Mexico",NA,33.57306,-105.4706,1927-07-01
"103",2242544886,"Apidae","Triepeolus","Triepeolus sp.","","GENUS","Triepeolus Robertson, 1901","Triepeolus sp.","",NA,NA,NA,1927-07-25
"104",1321956583,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes crucis","New Mexico",1,32.3144,-106.779,1927-08-01
"105",686216809,"Andrenidae","Protandrena","Protandrena sp.","","GENUS","Protandrena Cockerell, 1896","Protandrena (Heterosarus) readioi","Arizona",NA,31.48899,-110.40814,1927-08-01
"106",872903368,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus cinctipes","Ohio",1,40.2328,-80.7514,1927-08-04
"107",2562955316,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile sp_texana species group","California",1,38.545,-121.74055,1927-08-09
"108",872714583,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus bifarius","Utah",1,40.6,-112.4636,1927-08-10
"109",657787549,"Apidae","Eucera","Eucera sp.","","GENUS","Eucera Scopoli, 1770","Eucera (Synhalonia) cressoniana","Arizona",NA,NA,NA,1927-08-13
"110",3801862514,"Colletidae","Hylaeus","Hylaeus sp.","","GENUS","Hylaeus Fabricius, 1793","Hylaeus (Hylaeus) cressoni (Cockerell, 1907)","Illinois",1,40.109722,-88.204167,1927-08-21
"111",3801310521,"Andrenidae","Perdita","Perdita sp.","","GENUS","Perdita Smith, 1853","Perdita Smith, 1853","Utah",1,NA,NA,1927-09-20
"112",4016078318,"Andrenidae","Perdita","Perdita sp.","","GENUS","Perdita Smith, 1853","Perdita sp. Smith, 1853","Florida",1,25.78601,-80.22765,1927-11-07
"113",658168310,"Halictidae","Augochlora","Augochlora sp.","","GENUS","Augochlora Smith, 1853","Augochlora (Augochlora)","Texas",NA,25.9014,-97.4972,1928-01-02
"114",4012928314,"Andrenidae","Calliopsis","Calliopsis sp.","","GENUS","Calliopsis Smith, 1853","Calliopsis sp. Smith, 1853","California",1,33.77666,-116.54529,1928-03-01
"115",4130912342,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes sp. Latreille, 1802","California",1,33.77666,-116.54529,1928-03-01
"116",4100144370,"Megachilidae","Hoplitis","Hoplitis sp.","","GENUS","Hoplitis Klug, 1807","Hoplitis sp.","California",1,33.77666,-116.54529,1928-03-01
"117",4441422349,"Apidae","Anthophora","Anthophora sp.","","GENUS","Anthophora Latreille, 1803","Anthophora sp. Latreille 1803","California",1,33.77666,-116.54529,1928-03-01
"118",4054618307,"Megachilidae","Stelis","Stelis sp.","","GENUS","Stelis Panzer, 1806","Stelis sp. Panzer, 1806","California",1,33.77666,-116.54529,1928-03-01
"119",2242544608,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena sp.","",NA,NA,NA,1928-04-01
"120",2242544518,"Halictidae","Dufourea","Dufourea sp.","","GENUS","Dufourea Lepeletier, 1841","Dufourea sp.","",NA,NA,NA,1928-04-12
"121",3801177333,"Andrenidae","Andrena","Andrena sp.","","GENUS","Andrena Fabricius, 1775","Andrena Fabricius, 1775","Colorado",1,NA,NA,1928-04-28
"122",1320116352,"Apidae","Epeolus","Epeolus sp.","","GENUS","Epeolus Latreille, 1802","Epeolus sarothrinus var. confluens","California",1,33.9533,-117.396,1928-05-26
"123",2242544533,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Lasioglossum (Evylaeus) sp.","",NA,NA,NA,1928-06-01
"124",2242544352,"Andrenidae","Panurginus","Panurginus sp.","","GENUS","Panurginus Nylander, 1848","Panurginus sp.","",NA,NA,NA,1928-06-01
"125",1457649774,"Apidae","Hemisia","Hemisia sp.","","GENUS","Hemisia Klug, 1807","Hemisia","California",NA,35.46222,-115.47528,1928-06-13
"126",1319587065,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes carolinus","North Carolina",1,33.9216,-78.0203,1928-06-24
"127",2563070168,"Colletidae","Colletes","Colletes sp.","","GENUS","Colletes Latreille, 1802","Colletes Hylaeus mesillae","South Dakota",NA,44.311357,-96.798388,1928-06-29
"128",2563067611,"Apidae","Megabombus","Megabombus sp.","","GENUS","Megabombus Dalla Torre, 1880","Megabombus f. fervidus","South Dakota",NA,44.311357,-96.798388,1928-08-17
"129",856580939,"Megachilidae","Osmia","Osmia sp.","","GENUS","Osmia Panzer, 1806","Osmia (Melanosmia) autromaritima","California",NA,NA,NA,1929-02-22
"130",890691251,"Apidae","Xylocopa","Xylocopa sp.","","GENUS","Xylocopa Latreille, 1802","Xylocopa sp","Oklahoma",NA,NA,NA,1929-04-13
"131",894572702,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (ruficornis group) davidsoni","California",NA,NA,NA,1929-05-20
"132",890691082,"Apidae","Centris","Centris sp.","","GENUS","Centris Fabricius, 1804","Centris sp.","Oklahoma",NA,NA,NA,1929-05-21
"133",657794250,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (erigeronis group) scitiformis","Oregon",NA,44.56472,-123.2608,1929-05-22
"134",890713955,"Halictidae","Augochlorella","Augochlorella sp.","","GENUS","Augochlorella Sandhouse, 1937","Augochlorella sp.","Oklahoma",NA,35.2225,-97.43917,1929-05-25
"135",872722299,"Halictidae","Dialictus","Dialictus sp.","","GENUS","Dialictus Robertson, 1902","Dialictus apocyni","Ohio",1,40.3,-81.9167,1929-06-11
"136",872715766,"Apidae","Bremus","Bremus sp.","","GENUS","Bremus Panzer, 1801","Bremus perplexus","Ohio",1,40.4675,-80.8756,1929-06-14
"137",991916593,"Megachilidae","Dianthidium","Dianthidium sp.","","GENUS","Dianthidium Cockerell, 1900","Dianthidium","Arizona",NA,NA,NA,1929-07-01
"138",785002101,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes (Proteraner)","California",NA,33.97667,-118.1389,1929-07-06
"139",890714039,"Halictidae","Halictus","Halictus sp.","","GENUS","Halictus Latreille, 1804","Halictus sp.","Oklahoma",NA,NA,NA,1929-07-20
"140",657824134,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (venaga group) suavis","California",NA,33.78389,-116.9578,1929-07-21
"141",2563073474,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes Sphecodes arvensis","Minnesota",NA,46.718006,-94.399726,1929-08-01
"142",657848218,"Apidae","Peponapis","Peponapis sp.","","GENUS","Peponapis Robertson, 1902","Peponapis (Peponapis) angelica","California",NA,38.58167,-121.4933,1929-08-07
"143",4405787961,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum (Dialictus) diabolicum Gardner & Gibbs 2023","",2,37.3,-113,1929-08-13
"144",2563072840,"Halictidae","Dufourea","Dufourea sp.","","GENUS","Dufourea Lepeletier, 1841","Dufourea","South Dakota",NA,43.730273,-98.7137,1929-08-23
"145",659094111,"Andrenidae","Protandrena","Protandrena sp.","","GENUS","Protandrena Cockerell, 1896","Protandrena boylei","Utah",NA,39.9528,-111.9556,1929-08-26
"146",2563073757,"Apidae","Triepeolus","Triepeolus sp.","","GENUS","Triepeolus Robertson, 1901","Triepeolus residentalis","South Dakota",NA,44.731096,-103.677419,1929-09-10
"147",890714124,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile sp.","Oklahoma",NA,NA,NA,1929-09-29
"148",657727985,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada (roberjeotiana group) mckenziei","California",NA,33.78444,-117.3683,1930-03-29
"149",4405787859,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum (Dialictus) profundum Gardner & Gibbs 2023","Texas",1,29.1532,-103.1095,1930-04-01
"150",890714009,"Halictidae","Lasioglossum","Lasioglossum sp.","","GENUS","Lasioglossum Curtis, 1833","Lasioglossum sp.","Oklahoma",NA,35.2225,-97.43917,1930-04-02
"151",2451356371,"Andrenidae","Perdita","Perdita sp.","","GENUS","Perdita Smith, 1853","Perdita","California",NA,33.233787,-116.277357,1930-04-13
"152",872933625,"Halictidae","Evylaeus","Evylaeus sp.","","GENUS","Evylaeus Robertson, 1902","Evylaeus truncatus","Ohio",1,39.4564,-82.5694,1930-04-20
"153",1142508120,"Halictidae","Dialictus","Dialictus sp.","","GENUS","Dialictus Robertson, 1902","Dialictus pilosum","Illinois",1,41.633128,-88.682733,1930-05-10
"154",4066948101,"Megachilidae","Megachile","Megachile sp.","","GENUS","Megachile Latreille, 1802","Megachile sandhouse","South Carolina",1,34.02,-79.71,1930-05-17
"155",1142276296,"Apidae","Bombus","Bombus sp.","","GENUS","Bombus Latreille, 1802","Bombus Latreille, 1802","Washington",1,47.214818,-122.234217,1930-05-25
"156",1142530937,"Halictidae","Dialictus","Dialictus sp.","","GENUS","Dialictus Robertson, 1902","Dialictus versatum","Illinois",1,41.853613,-87.685758,1930-06-03
"157",890714046,"Halictidae","Sphecodes","Sphecodes sp.","","GENUS","Sphecodes Latreille, 1804","Sphecodes sp.","Oklahoma",NA,36.748545,-98.216321,1930-06-13
"158",890691398,"Apidae","Melecta","Melecta sp.","","GENUS","Melecta Latreille, 1802","Melecta sp","Oklahoma",NA,36.748545,-98.216321,1930-06-22
"159",1417448828,"Apidae","Nomada","Nomada sp.","","GENUS","Nomada Scopoli, 1770","Nomada sp.","Oklahoma",NA,NA,NA,1930-06-26
"160",890691381,"Apidae","Tetraloniella","Tetraloniella sp.","","GENUS","Tetraloniella Ashmead, 1900","Tetraloniella sp","Oklahoma",NA,NA,NA,1930-06-28
"161",890714067,"Megachilidae","Anthidium","Anthidium sp.","","GENUS","Anthidium Fabricius, 1804","Anthidium sp.","Oklahoma",NA,NA,NA,1930-06-28
"162",4026851336,"Andrenidae","Pseudopanurgus","Pseudopanurgus sp.","","GENUS","Pseudopanurgus Cockerell, 1897","Pseudopanurgus sp. Cockerell, 1897","Arizona",1,33.38964,-110.7647,1930-07-01
